,url,api,class,method,description
5761,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,boolean isEmpty(),Returns true if this range set contains no ranges.
5762,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,Range<C> span(),Returns the minimal range which encloses all ranges in this range set.
5763,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,Set<Range<C>> asRanges(),"Returns a view of the disconnected ranges that make up this range set. The returned set may be empty. The iterators returned by its Iterable.iterator() method return the ranges in increasing order of lower bound (equivalently, of upper bound)."
5764,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,Set<Range<C>> asDescendingSetOfRanges(),"Returns a descending view of the disconnected ranges that make up this range set. The returned set may be empty. The iterators returned by its Iterable.iterator() method return the ranges in decreasing order of lower bound (equivalently, of upper bound)."
5765,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,RangeSet<C> complement(),"Returns a view of the complement of this RangeSet. The returned view supports the add(com.google.common.collect.Range<C>) operation if this RangeSet supports remove(com.google.common.collect.Range<C>), and vice versa."
5766,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,RangeSet<C> subRangeSet(Range<C> view),"Returns a view of the intersection of this RangeSet with the specified range. The returned view supports all optional operations supported by this RangeSet, with the caveat that an IllegalArgumentException is thrown on an attempt to add any range not enclosed by view."
5767,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,void add(Range<C> range),"Adds the specified range to this RangeSet (optional operation). That is, for equal range sets a and b, the result of a.add(range) is that a will be the minimal range set for which both a.enclosesAll(b) and a.encloses(range). Note that range will be coalesced with any ranges in the range set that are connected with it. Moreover, if range is empty, this is a no-op."
5768,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,void remove(Range<C> range),"Removes the specified range from this RangeSet (optional operation). After this operation, if range.contains(c), this.contains(c) will return false. If range is empty, this is a no-op."
5769,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,void clear(),"Removes all ranges from this RangeSet (optional operation). After this operation, this.contains(c) will return false for all c. This is equivalent to remove(Range.all())."
5770,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,void addAll(RangeSet<C> other),"Adds all of the ranges from the specified range set to this range set (optional operation). After this operation, this range set is the minimal range set that encloses both the original range set and other. This is equivalent to calling add(com.google.common.collect.Range<C>) on each of the ranges in other in turn."
5771,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,default void addAll(Iterable<Range<C>> ranges),"Adds all of the specified ranges to this range set (optional operation). After this operation, this range set is the minimal range set that encloses both the original range set and each range in other. This is equivalent to calling add(com.google.common.collect.Range<C>) on each of the ranges in other in turn."
5772,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,void removeAll(RangeSet<C> other),"Removes all of the ranges from the specified range set from this range set (optional operation). After this operation, if other.contains(c), this.contains(c) will return false. This is equivalent to calling remove(com.google.common.collect.Range<C>) on each of the ranges in other in turn."
5773,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,default void removeAll(Iterable<Range<C>> ranges),Removes all of the specified ranges from this range set (optional operation). This is equivalent to calling remove(com.google.common.collect.Range<C>) on each of the ranges in other in turn.
5774,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,boolean equals(@Nullable Object obj),Returns true if obj is another RangeSet that contains the same ranges according to Range.equals(Object).
5775,common/collect,com.google.common.collect,Interface RangeSet<C extends Comparable>,int hashCode(),Returns asRanges().hashCode().
5776,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,public static RateLimiter create(double permitsPerSecond),"Creates a RateLimiter with the specified stable throughput, given as permits per second (commonly referred to as QPS, queries per second). The returned RateLimiter ensures that on average no more than permitsPerSecond are issued during any given second, with sustained requests being smoothly spread over each second. When the incoming request rate exceeds permitsPerSecond the rate limiter will release one permit every (1.0 / permitsPerSecond) seconds. When the rate limiter is unused, bursts of up to permitsPerSecond permits will be allowed, with subsequent requests being smoothly limited at the stable rate of permitsPerSecond."
5777,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,"public static RateLimiter create(double permitsPerSecond, Duration warmupPeriod)","Creates a RateLimiter with the specified stable throughput, given as permits per second (commonly referred to as QPS, queries per second), and a warmup period, during which the RateLimiter smoothly ramps up its rate, until it reaches its maximum rate at the end of the period (as long as there are enough requests to saturate it). Similarly, if the RateLimiter is left unused for a duration of warmupPeriod, it will gradually return to its cold state, i.e. it will go through the same warming up process as when it was first created. The returned RateLimiter is intended for cases where the resource that actually fulfills the requests (e.g., a remote server) needs warmup time, rather than being immediately accessed at the stable (maximum) rate. The returned RateLimiter starts in a cold state (i.e. the warmup period will follow), and if it is left unused for long enough, it will return to that state."
5778,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,"public static RateLimiter create(double permitsPerSecond, long warmupPeriod, TimeUnit unit)","Creates a RateLimiter with the specified stable throughput, given as permits per second (commonly referred to as QPS, queries per second), and a warmup period, during which the RateLimiter smoothly ramps up its rate, until it reaches its maximum rate at the end of the period (as long as there are enough requests to saturate it). Similarly, if the RateLimiter is left unused for a duration of warmupPeriod, it will gradually return to its cold state, i.e. it will go through the same warming up process as when it was first created. The returned RateLimiter is intended for cases where the resource that actually fulfills the requests (e.g., a remote server) needs warmup time, rather than being immediately accessed at the stable (maximum) rate. The returned RateLimiter starts in a cold state (i.e. the warmup period will follow), and if it is left unused for long enough, it will return to that state."
5779,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,public final void setRate(double permitsPerSecond),"Updates the stable rate of this RateLimiter, that is, the permitsPerSecond argument provided in the factory method that constructed the RateLimiter. Currently throttled threads will not be awakened as a result of this invocation, thus they do not observe the new rate; only subsequent requests will. Note though that, since each request repays (by waiting, if necessary) the cost of the previous request, this means that the very next request after an invocation to setRate will not be affected by the new rate; it will pay the cost of the previous request, which is in terms of the previous rate. The behavior of the RateLimiter is not modified in any other way, e.g. if the RateLimiter was configured with a warmup period of 20 seconds, it still has a warmup period of 20 seconds after this method invocation."
5780,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,public final double getRate(),"Returns the stable rate (as permits per seconds) with which this RateLimiter is configured with. The initial value of this is the same as the permitsPerSecond argument passed in the factory method that produced this RateLimiter, and it is only updated after invocations to setRate(double)."
5781,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,@CanIgnoreReturnValuepublic double acquire(),"Acquires a single permit from this RateLimiter, blocking until the request can be granted. Tells the amount of time slept, if any. This method is equivalent to acquire(1)."
5782,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,@CanIgnoreReturnValuepublic double acquire(int permits),"Acquires the given number of permits from this RateLimiter, blocking until the request can be granted. Tells the amount of time slept, if any."
5783,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,public boolean tryAcquire(Duration timeout),"Acquires a permit from this RateLimiter if it can be obtained without exceeding the specified timeout, or returns false immediately (without waiting) if the permit would not have been granted before the timeout expired. This method is equivalent to tryAcquire(1, timeout)."
5784,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,"public boolean tryAcquire(long timeout, TimeUnit unit)","Acquires a permit from this RateLimiter if it can be obtained without exceeding the specified timeout, or returns false immediately (without waiting) if the permit would not have been granted before the timeout expired. This method is equivalent to tryAcquire(1, timeout, unit)."
5785,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,public boolean tryAcquire(int permits),"Acquires permits from this RateLimiter if it can be acquired immediately without delay. This method is equivalent to tryAcquire(permits, 0, anyUnit)."
5786,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,public boolean tryAcquire(),Acquires a permit from this RateLimiter if it can be acquired immediately without delay. This method is equivalent to tryAcquire(1).
5787,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,"public boolean tryAcquire(int permits, Duration timeout)","Acquires the given number of permits from this RateLimiter if it can be obtained without exceeding the specified timeout, or returns false immediately (without waiting) if the permits would not have been granted before the timeout expired."
5788,util/concurrent,com.google.common.util.concurrent,Class RateLimiter,"public boolean tryAcquire(int permits, long timeout, TimeUnit unit)","Acquires the given number of permits from this RateLimiter if it can be obtained without exceeding the specified timeout, or returns false immediately (without waiting) if the permits would not have been granted before the timeout expired."
5789,common/io,com.google.common.io,Enum RecursiveDeleteOption,public static RecursiveDeleteOption[] values(),"Returns an array containing the constants of this enum type, inthe order they are declared. This method may be used to iterateover the constants as follows:for (RecursiveDeleteOption c : RecursiveDeleteOption.values())  System.out.println(c);"
5790,common/reflect,com.google.common.reflect,Class Reflection,public static String getPackageName(Class<?> clazz),"Returns the package name of clazz according to the Java Language Specification (section 6.7). Unlike Class.getPackage(), this method only parses the class name, without attempting to define the Package and hence load files."
5791,common/reflect,com.google.common.reflect,Class Reflection,public static String getPackageName(String classFullName),"Returns the package name of classFullName according to the Java Language Specification (section 6.7). Unlike Class.getPackage(), this method only parses the class name, without attempting to define the Package and hence load files."
5792,common/reflect,com.google.common.reflect,Class Reflection,public static void initialize(Class<?>... classes),"Ensures that the given classes are initialized, as described in JLS Section 12.4.2. WARNING: Normally it's a smell if a class needs to be explicitly initialized, because static state hurts system maintainability and testability. In cases when you have no choice while inter-operating with a legacy framework, this method helps to keep the code less ugly."
5793,common/cache,com.google.common.cache,Enum RemovalCause,public static final RemovalCause EXPLICIT,"The entry was manually removed by the user. This can result from the user invoking Cache.invalidate(java.lang.Object), Cache.invalidateAll(Iterable), Cache.invalidateAll(), Map.remove(java.lang.Object), ConcurrentMap.remove(java.lang.Object, java.lang.Object), or Iterator.remove()."
5794,common/cache,com.google.common.cache,Enum RemovalCause,public static final RemovalCause REPLACED,"The entry itself was not actually removed, but its value was replaced by the user. This can result from the user invoking Cache.put(K, V), LoadingCache.refresh(K), Map.put(K, V), Map.putAll(java.util.Map<? extends K, ? extends V>), ConcurrentMap.replace(Object, Object), or ConcurrentMap.replace(Object, Object, Object)."
5795,common/cache,com.google.common.cache,Enum RemovalCause,public static final RemovalCause COLLECTED,"The entry was removed automatically because its key or value was garbage-collected. This can occur when using CacheBuilder.weakKeys(), CacheBuilder.weakValues(), or CacheBuilder.softValues()."
5796,common/cache,com.google.common.cache,Enum RemovalCause,public static final RemovalCause EXPIRED,The entry's expiration timestamp has passed. This can occur when using CacheBuilder.expireAfterWrite(java.time.Duration) or CacheBuilder.expireAfterAccess(java.time.Duration).
5797,common/cache,com.google.common.cache,Enum RemovalCause,public static RemovalCause[] values(),"Returns an array containing the constants of this enum type, inthe order they are declared. This method may be used to iterateover the constants as follows:for (RemovalCause c : RemovalCause.values())  System.out.println(c);"
5798,common/cache,com.google.common.cache,"Class RemovalNotification<K,V>","public static <K,V> RemovalNotification<K,V> create(K key, V value, RemovalCause cause)","Creates a new RemovalNotification for the given key/value pair, with the given cause for the removal. The key and/or value may be null if they were already garbage collected."
5799,common/cache,com.google.common.cache,"Class RemovalNotification<K,V>",public RemovalCause getCause(),Returns the cause for which the entry was removed.
5800,common/io,com.google.common.io,Class Resources,public static ByteSource asByteSource(URL url),Returns a ByteSource that reads from the given URL.
5801,common/io,com.google.common.io,Class Resources,"public static CharSource asCharSource(URL url, Charset charset)",Returns a CharSource that reads from the given URL using the given character set.
5802,common/io,com.google.common.io,Class Resources,public static byte[] toByteArray(URL url) throws IOException,Reads all bytes from a URL into a byte array.
5803,common/io,com.google.common.io,Class Resources,"public static String toString(URL url, Charset charset) throws IOException","Reads all characters from a URL into a String, using the given character set."
5804,common/io,com.google.common.io,Class Resources,"@CanIgnoreReturnValuepublic static <T> T readLines(URL url, Charset charset, LineProcessor<T> callback) throws IOException","Streams lines from a URL, stopping when our callback returns false, or we have read all of the lines."
5805,common/io,com.google.common.io,Class Resources,"public static List<String> readLines(URL url, Charset charset) throws IOException","Reads all of the lines from a URL. The lines do not include line-termination characters, but do include other leading and trailing whitespace. This method returns a mutable List. For an ImmutableList, use Resources.asCharSource(url, charset).readLines()."
5806,common/io,com.google.common.io,Class Resources,"public static void copy(URL from, OutputStream to) throws IOException",Copies all bytes from a URL to an output stream.
5807,common/io,com.google.common.io,Class Resources,@CanIgnoreReturnValuepublic static URL getResource(String resourceName),"Returns a URL pointing to resourceName if the resource is found using the context class loader. In simple environments, the context class loader will find resources from the class path. In environments where different threads can have different class loaders, for example app servers, the context class loader will typically have been set to an appropriate loader for the current thread. In the unusual case where the context class loader is null, the class loader that loaded this class (Resources) will be used instead."
5808,common/collect,com.google.common.collect,"Interface RowSortedTable<R,C,V>",SortedSet<R> rowKeySet(),"Returns a set of row keys that have one or more values in the table. Changes to the set will update the underlying table, and vice versa. This method returns a SortedSet, instead of the Set specified in the Table interface."
5809,util/concurrent,com.google.common.util.concurrent,Interface Service,@CanIgnoreReturnValueService startAsync(),"If the service state is Service.State.NEW, this initiates service startup and returns immediately. A stopped service may not be restarted."
5810,util/concurrent,com.google.common.util.concurrent,Interface Service,boolean isRunning(),Returns true if this service is running.
5811,util/concurrent,com.google.common.util.concurrent,Interface Service,Service.State state(),Returns the lifecycle state of the service.
5812,util/concurrent,com.google.common.util.concurrent,Interface Service,@CanIgnoreReturnValueService stopAsync(),"If the service is starting or running, this initiates service shutdown and returns immediately. If the service is new, it is terminated without having been started nor stopped. If the service has already been stopped, this method returns immediately without taking action."
5813,util/concurrent,com.google.common.util.concurrent,Interface Service,void awaitRunning(),Waits for the Service to reach the running state.
5814,util/concurrent,com.google.common.util.concurrent,Interface Service,default void awaitRunning(Duration timeout) throws TimeoutException,Waits for the Service to reach the running state for no more than the given time.
5815,util/concurrent,com.google.common.util.concurrent,Interface Service,"void awaitRunning(long timeout, TimeUnit unit) throws TimeoutException",Waits for the Service to reach the running state for no more than the given time.
5816,util/concurrent,com.google.common.util.concurrent,Interface Service,void awaitTerminated(),Waits for the Service to reach the terminated state.
5817,util/concurrent,com.google.common.util.concurrent,Interface Service,default void awaitTerminated(Duration timeout) throws TimeoutException,Waits for the Service to reach a terminal state (either terminated or failed) for no more than the given time.
5818,util/concurrent,com.google.common.util.concurrent,Interface Service,"void awaitTerminated(long timeout, TimeUnit unit) throws TimeoutException",Waits for the Service to reach a terminal state (either terminated or failed) for no more than the given time.
5819,util/concurrent,com.google.common.util.concurrent,Interface Service,Throwable failureCause(),Returns the Throwable that caused this service to fail.
5820,util/concurrent,com.google.common.util.concurrent,Class Service.Listener,public void starting(),Called when the service transitions from NEW to STARTING. This occurs when Service.startAsync() is called the first time.
5821,util/concurrent,com.google.common.util.concurrent,Class Service.Listener,public void running(),Called when the service transitions from STARTING to RUNNING. This occurs when a service has successfully started.
5822,util/concurrent,com.google.common.util.concurrent,Class Service.Listener,public void stopping(Service.State from),Called when the service transitions to the STOPPING state. The only valid values for from are STARTING or RUNNING. This occurs when Service.stopAsync() is called.
5823,util/concurrent,com.google.common.util.concurrent,Class Service.Listener,public void terminated(Service.State from),"Called when the service transitions to the TERMINATED state. The TERMINATED state is a terminal state in the transition diagram. Therefore, if this method is called, no other methods will be called on the Service.Listener."
5824,util/concurrent,com.google.common.util.concurrent,Enum Service.State,public static final Service.State NEW,A service in this state is inactive. It does minimal work and consumes minimal resources.
5825,util/concurrent,com.google.common.util.concurrent,Enum Service.State,public static final Service.State STARTING,A service in this state is transitioning to RUNNING.
5826,util/concurrent,com.google.common.util.concurrent,Enum Service.State,public static final Service.State RUNNING,A service in this state is operational.
5827,util/concurrent,com.google.common.util.concurrent,Enum Service.State,public static final Service.State STOPPING,A service in this state is transitioning to TERMINATED.
5828,util/concurrent,com.google.common.util.concurrent,Enum Service.State,public static final Service.State TERMINATED,A service in this state has completed execution normally. It does minimal work and consumes minimal resources.
5829,util/concurrent,com.google.common.util.concurrent,Enum Service.State,public static Service.State[] values(),"Returns an array containing the constants of this enum type, inthe order they are declared. This method may be used to iterateover the constants as follows:for (Service.State c : Service.State.values())  System.out.println(c);"
5830,util/concurrent,com.google.common.util.concurrent,Class ServiceManager,"public void addListener(ServiceManager.Listener listener, Executor executor)","Registers a ServiceManager.Listener to be executed on the given executor. The listener will not have previous state changes replayed, so it is suggested that listeners are added before any of the managed services are started. addListener guarantees execution ordering across calls to a given listener but not across calls to multiple listeners. Specifically, a given listener will have its callbacks invoked in the same order as the underlying service enters those states. Additionally, at most one of the listener's callbacks will execute at once. However, multiple listeners' callbacks may execute concurrently, and listeners may execute in an order different from the one in which they were registered. RuntimeExceptions thrown by a listener will be caught and logged. Any exception thrown during Executor.execute (e.g., a RejectedExecutionException) will be caught and logged. When selecting an executor, note that directExecutor is dangerous in some cases. See the discussion in the ListenableFuture.addListener documentation."
5831,util/concurrent,com.google.common.util.concurrent,Class ServiceManager,@CanIgnoreReturnValuepublic ServiceManager startAsync(),Initiates service startup on all the services being managed. It is only valid to call this method if all of the services are new.
5832,util/concurrent,com.google.common.util.concurrent,Class ServiceManager,public void awaitHealthy(),Waits for the ServiceManager to become healthy. The manager will become healthy after all the component services have reached the running state.
5833,util/concurrent,com.google.common.util.concurrent,Class ServiceManager,public void awaitHealthy(Duration timeout) throws TimeoutException,Waits for the ServiceManager to become healthy for no more than the given time. The manager will become healthy after all the component services have reached the running state.
5834,util/concurrent,com.google.common.util.concurrent,Class ServiceManager,"public void awaitHealthy(long timeout, TimeUnit unit) throws TimeoutException",Waits for the ServiceManager to become healthy for no more than the given time. The manager will become healthy after all the component services have reached the running state.
5835,util/concurrent,com.google.common.util.concurrent,Class ServiceManager,@CanIgnoreReturnValuepublic ServiceManager stopAsync(),Initiates service shutdown if necessary on all the services being managed.
5836,util/concurrent,com.google.common.util.concurrent,Class ServiceManager,public void awaitStopped(),Waits for the all the services to reach a terminal state. After this method returns all services will either be terminated or failed.
5837,util/concurrent,com.google.common.util.concurrent,Class ServiceManager,public void awaitStopped(Duration timeout) throws TimeoutException,Waits for the all the services to reach a terminal state for no more than the given time. After this method returns all services will either be terminated or failed.
5838,util/concurrent,com.google.common.util.concurrent,Class ServiceManager,"public void awaitStopped(long timeout, TimeUnit unit) throws TimeoutException",Waits for the all the services to reach a terminal state for no more than the given time. After this method returns all services will either be terminated or failed.
5839,util/concurrent,com.google.common.util.concurrent,Class ServiceManager,public boolean isHealthy(),Returns true if all services are currently in the running state. Users who want more detailed information should use the servicesByState() method to get detailed information about which services are not running.
5840,util/concurrent,com.google.common.util.concurrent,Class ServiceManager,"public ImmutableSetMultimap<Service.State,Service> servicesByState()","Provides a snapshot of the current state of all the services under management. N.B. This snapshot is guaranteed to be consistent, i.e. the set of states returned will correspond to a point in time view of the services."
5841,util/concurrent,com.google.common.util.concurrent,Class ServiceManager,"public ImmutableMap<Service,Long> startupTimes()",Returns the service load times. This value will only return startup times for services that have finished starting.
5842,util/concurrent,com.google.common.util.concurrent,Class ServiceManager.Listener,public void healthy(),Called when the service initially becomes healthy. This will be called at most once after all the services have entered the running state. If any services fail during start up or fail/terminate before all other services have started running then this method will not be called.
5843,util/concurrent,com.google.common.util.concurrent,Class ServiceManager.Listener,public void stopped(),"Called when the all of the component services have reached a terminal state, either terminated or failed."
5844,common/collect,com.google.common.collect,"Interface SetMultimap<K,V>",Set<V> get(K key),"Returns a view collection of the values associated with key in this multimap, if any. Note that when containsKey(key) is false, this returns an empty collection, not null. Changes to the returned collection will update the underlying multimap, and vice versa. Because a SetMultimap has unique values for a given key, this method returns a Set, instead of the Collection specified in the Multimap interface."
5845,common/collect,com.google.common.collect,"Interface SetMultimap<K,V>",@CanIgnoreReturnValueSet<V> removeAll(@Nullable Object key),"Removes all values associated with the key key. Once this method returns, key will not be mapped to any values, so it will not appear in Multimap.keySet(), Multimap.asMap(), or any other views. Because a SetMultimap has unique values for a given key, this method returns a Set, instead of the Collection specified in the Multimap interface."
5846,common/collect,com.google.common.collect,"Interface SetMultimap<K,V>","@CanIgnoreReturnValueSet<V> replaceValues(K key, Iterable<? extends V> values)","Stores a collection of values with the same key, replacing any existing values for that key. If values is empty, this is equivalent to removeAll(key). Because a SetMultimap has unique values for a given key, this method returns a Set, instead of the Collection specified in the Multimap interface. Any duplicates in values will be stored in the multimap once."
5847,common/collect,com.google.common.collect,"Interface SetMultimap<K,V>","Set<Map.Entry<K,V>> entries()","Returns a view collection of all key-value pairs contained in this multimap, as Map.Entry instances. Changes to the returned collection or the entries it contains will update the underlying multimap, and vice versa. However, adding to the returned collection is not possible. Because a SetMultimap has unique values for a given key, this method returns a Set, instead of the Collection specified in the Multimap interface."
5848,common/collect,com.google.common.collect,"Interface SetMultimap<K,V>","Map<K,Collection<V>> asMap()","Returns a view of this multimap as a Map from each distinct key to the nonempty collection of that key's associated values. Note that this.asMap().get(k) is equivalent to this.get(k) only when k is a key contained in the multimap; otherwise it returns null as opposed to an empty collection. Changes to the returned map or the collections that serve as its values will update the underlying multimap, and vice versa. The map does not support put or putAll, nor do its entries support setValue. Note: The returned map's values are guaranteed to be of type Set. To obtain this map with the more specific generic type Map<K, Set<V>>, call Multimaps.asMap(SetMultimap) instead."
5849,common/collect,com.google.common.collect,Class Sets,"@GwtCompatible(serializable=true)public static <E extends Enum<E>> ImmutableSet<E> immutableEnumSet(E anElement, E... otherElements)","Returns an immutable set instance containing the given enum elements. Internally, the returned set will be backed by an EnumSet. The iteration order of the returned set follows the enum's iteration order, not the order in which the elements are provided to the method."
5850,common/collect,com.google.common.collect,Class Sets,@GwtCompatible(serializable=true)public static <E extends Enum<E>> ImmutableSet<E> immutableEnumSet(Iterable<E> elements),"Returns an immutable set instance containing the given enum elements. Internally, the returned set will be backed by an EnumSet. The iteration order of the returned set follows the enum's iteration order, not the order in which the elements appear in the given collection."
5851,common/collect,com.google.common.collect,Class Sets,"public static <E extends Enum<E>> Collector<E,?,ImmutableSet<E>> toImmutableEnumSet()","Returns a Collector that accumulates the input elements into a new ImmutableSet with an implementation specialized for enums. Unlike ImmutableSet.toImmutableSet(), the resulting set will iterate over elements in their enum definition order, not encounter order."
5852,common/collect,com.google.common.collect,Class Sets,"public static <E extends Enum<E>> EnumSet<E> newEnumSet(Iterable<E> iterable, Class<E> elementType)","Returns a new, mutable EnumSet instance containing the given elements in their natural order. This method behaves identically to EnumSet.copyOf(Collection), but also accepts non-Collection iterables and empty iterables."
5853,common/collect,com.google.common.collect,Class Sets,public static <E> HashSet<E> newHashSet(),"Creates a mutable, initially empty HashSet instance. Note: if mutability is not required, use ImmutableSet.of() instead. If E is an Enum type, use EnumSet.noneOf(java.lang.Class<E>) instead. Otherwise, strongly consider using a LinkedHashSet instead, at the cost of increased memory footprint, to get deterministic iteration behavior. Note for Java 7 and later: this method is now unnecessary and should be treated as deprecated. Instead, use the HashSet constructor directly, taking advantage of the new diamond syntax."
5854,common/collect,com.google.common.collect,Class Sets,public static <E> HashSet<E> newHashSet(E... elements),"Creates a mutable HashSet instance initially containing the given elements. Note: if elements are non-null and won't be added or removed after this point, use ImmutableSet.of() or ImmutableSet.copyOf(Object[]) instead. If E is an Enum type, use EnumSet.of(Enum, Enum[]) instead. Otherwise, strongly consider using a LinkedHashSet instead, at the cost of increased memory footprint, to get deterministic iteration behavior. This method is just a small convenience, either for newHashSet(asList(...)), or for creating an empty set then calling Collections.addAll(java.util.Collection<? super T>, T...). This method is not actually very useful and will likely be deprecated in the future."
5855,common/collect,com.google.common.collect,Class Sets,public static <E> HashSet<E> newHashSet(Iterable<? extends E> elements),"Creates a mutable HashSet instance containing the given elements. A very thin convenience for creating an empty set then calling Collection.addAll(java.util.Collection<? extends E>) or Iterables.addAll(java.util.Collection<T>, java.lang.Iterable<? extends T>). Note: if mutability is not required and the elements are non-null, use ImmutableSet.copyOf(Iterable) instead. (Or, change elements to be a FluentIterable and call elements.toSet().) Note: if E is an Enum type, use newEnumSet(Iterable, Class) instead. Note for Java 7 and later: if elements is a Collection, you don't need this method. Instead, use the HashSet constructor directly, taking advantage of the new diamond syntax. Overall, this method is not very useful and will likely be deprecated in the future."
5856,common/collect,com.google.common.collect,Class Sets,public static <E> HashSet<E> newHashSet(Iterator<? extends E> elements),"Creates a mutable HashSet instance containing the given elements. A very thin convenience for creating an empty set and then calling Iterators.addAll(java.util.Collection<T>, java.util.Iterator<? extends T>). Note: if mutability is not required and the elements are non-null, use ImmutableSet.copyOf(Iterator) instead. Note: if E is an Enum type, you should create an EnumSet instead. Overall, this method is not very useful and will likely be deprecated in the future."
5857,common/collect,com.google.common.collect,Class Sets,public static <E> HashSet<E> newHashSetWithExpectedSize(int expectedSize),"Returns a new hash set using the smallest initial table size that can hold expectedSize elements without resizing. Note that this is not what HashSet(int) does, but it is what most users want and expect it to do. This behavior can't be broadly guaranteed, but has been tested with OpenJDK 1.7 and 1.8."
5858,common/collect,com.google.common.collect,Class Sets,public static <E> Set<E> newConcurrentHashSet(),"Creates a thread-safe set backed by a hash map. The set is backed by a ConcurrentHashMap instance, and thus carries the same concurrency guarantees. Unlike HashSet, this class does NOT allow null to be used as an element. The set is serializable."
5859,common/collect,com.google.common.collect,Class Sets,public static <E> Set<E> newConcurrentHashSet(Iterable<? extends E> elements),"Creates a thread-safe set backed by a hash map and containing the given elements. The set is backed by a ConcurrentHashMap instance, and thus carries the same concurrency guarantees. Unlike HashSet, this class does NOT allow null to be used as an element. The set is serializable."
5860,common/collect,com.google.common.collect,Class Sets,public static <E> LinkedHashSet<E> newLinkedHashSet(),"Creates a mutable, empty LinkedHashSet instance. Note: if mutability is not required, use ImmutableSet.of() instead. Note for Java 7 and later: this method is now unnecessary and should be treated as deprecated. Instead, use the LinkedHashSet constructor directly, taking advantage of the new diamond syntax."
5861,common/collect,com.google.common.collect,Class Sets,public static <E> LinkedHashSet<E> newLinkedHashSet(Iterable<? extends E> elements),"Creates a mutable LinkedHashSet instance containing the given elements in order. Note: if mutability is not required and the elements are non-null, use ImmutableSet.copyOf(Iterable) instead. Note for Java 7 and later: if elements is a Collection, you don't need this method. Instead, use the LinkedHashSet constructor directly, taking advantage of the new diamond syntax. Overall, this method is not very useful and will likely be deprecated in the future."
5862,common/collect,com.google.common.collect,Class Sets,public static <E> LinkedHashSet<E> newLinkedHashSetWithExpectedSize(int expectedSize),"Creates a LinkedHashSet instance, with a high enough initial capacity that it should hold expectedSize elements without growth. This behavior cannot be broadly guaranteed, but it is observed to be true for OpenJDK 1.7. It also can't be guaranteed that the method isn't inadvertently oversizing the returned set."
5863,common/collect,com.google.common.collect,Class Sets,public static <E extends Comparable> TreeSet<E> newTreeSet(),"Creates a mutable, empty TreeSet instance sorted by the natural sort ordering of its elements. Note: if mutability is not required, use ImmutableSortedSet.of() instead. Note for Java 7 and later: this method is now unnecessary and should be treated as deprecated. Instead, use the TreeSet constructor directly, taking advantage of the new diamond syntax."
5864,common/collect,com.google.common.collect,Class Sets,public static <E extends Comparable> TreeSet<E> newTreeSet(Iterable<? extends E> elements),"Creates a mutable TreeSet instance containing the given elements sorted by their natural ordering. Note: if mutability is not required, use ImmutableSortedSet.copyOf(Iterable) instead. Note: If elements is a SortedSet with an explicit comparator, this method has different behavior than TreeSet(SortedSet), which returns a TreeSet with that comparator. Note for Java 7 and later: this method is now unnecessary and should be treated as deprecated. Instead, use the TreeSet constructor directly, taking advantage of the new diamond syntax. This method is just a small convenience for creating an empty set and then calling Iterables.addAll(java.util.Collection<T>, java.lang.Iterable<? extends T>). This method is not very useful and will likely be deprecated in the future."
5865,common/collect,com.google.common.collect,Class Sets,public static <E> TreeSet<E> newTreeSet(Comparator<? super E> comparator),"Creates a mutable, empty TreeSet instance with the given comparator. Note: if mutability is not required, use ImmutableSortedSet.orderedBy(comparator).build() instead. Note for Java 7 and later: this method is now unnecessary and should be treated as deprecated. Instead, use the TreeSet constructor directly, taking advantage of the new diamond syntax. One caveat to this is that the TreeSet constructor uses a null Comparator to mean natural ordering, whereas this factory rejects null. Clean your code accordingly."
